asset_id,file,created_at,creator,service_and_plan,input_sources,prompt_or_brief,output_reference,terms_url,attribution_required,human_edits,release_status,notes
ART-INGREDIENT-003,docs/art/concepts/ingredient_lettuce_source_card_sv1_round17_v1.png,2026-09-11,OpenAI image generation via Codex,built-in image generation,ART-EQUIP-002,docs/art/VISUAL_DEVELOPMENT_ROUND_17.md#32-食材箱上面カード,/Users/takuto/.codex/generated_images/01a08e75-2758-79f1-a2ac-4f8c83d22c0d/exec-af13a881-f01b-432b-8b40-b7692da0f530.png,https://openai.com/policies/service-terms/,verify before release,"copied full-resolution concept; deterministic 512x512 resize for Unity Resource",implementation-candidate,"Lettuce source-card image; SHA-256 20eb4f960f840f90332cd68cbb46c6b0a903cce351e7cc2f019f9ae04e4f9f27; ContentId-linked"
ART-INGREDIENT-004,docs/art/concepts/ingredient_carrot_source_card_sv1_round17_v1.png,2026-09-11,OpenAI image generation via Codex,built-in image generation,ART-EQUIP-002,docs/art/VISUAL_DEVELOPMENT_ROUND_17.md#32-食材箱上面カード,/Users/takuto/.codex/generated_images/01a08e75-2758-79f1-a2ac-4f8c83d22c0d/exec-aa95acff-8e79-497f-8920-48438656157c.png,https://openai.com/policies/service-terms/,verify before release,"copied full-resolution concept; deterministic 512x512 resize for Unity Resource",implementation-candidate,"Carrot source-card image; SHA-256 45800b3c07cc2c1628b94b83257d8fa7f7aab61285e1e582433c7e4a68b54e98; ContentId-linked"
ART-INGREDIENT-005,docs/art/concepts/ingredient_onion_source_card_sv1_round17_v1.png,2026-09-11,OpenAI image generation via Codex,built-in image generation,ART-EQUIP-002,docs/art/VISUAL_DEVELOPMENT_ROUND_17.md#32-食材箱上面カード,/Users/takuto/.codex/generated_images/01a08e75-2758-79f1-a2ac-4f8c83d22c0d/exec-29522704-f22d-41e0-bbf3-057312c278d9.png,https://openai.com/policies/service-terms/,verify before release,"copied full-resolution concept; deterministic 512x512 resize for Unity Resource",implementation-candidate,"Onion source-card image; SHA-256 5330d6841be87c23edcbbedcdf98034e2a20a4b2d31b3326350514fd1be0f45f; ContentId-linked"
ART-FOOD-005,docs/art/concepts/order_lettuce_salad_open_lid_sv1_round17_v1.png,2026-09-11,OpenAI image generation via Codex,built-in image generation and precise-object-edit,"ART-EQUIP-002; ART-PROP-004; ART-INGREDIENT-003",docs/art/VISUAL_DEVELOPMENT_ROUND_17.md#33-注文票画像,/Users/takuto/.codex/generated_images/01a08e75-2758-79f1-a2ac-4f8c83d22c0d/exec-cda995f4-f8ea-4f8f-9476-88f82c0c47cc.png,https://openai.com/policies/service-terms/,verify before release,"precise edit removed tomato cucumber and garnish; copied full-resolution concept; deterministic 512x512 resize for Unity Resource",implementation-candidate,"Open-lid lettuce-only tutorial order image; SHA-256 1d929fc2718cc99b2d19990bcde98618a433d38de8af69fb3a27589a87322c80"
ART-FOOD-006,docs/art/concepts/order_vegetable_soup_open_lid_sv1_round17_v1.png,2026-09-11,OpenAI image generation via Codex,built-in image generation and precise-object-edit,"ART-EQUIP-002; ART-PROP-004; ART-INGREDIENT-004; ART-INGREDIENT-005",docs/art/VISUAL_DEVELOPMENT_ROUND_17.md#33-注文票画像,/Users/takuto/.codex/generated_images/01a08e75-2758-79f1-a2ac-4f8c83d22c0d/exec-9b8b92ed-7d3b-4719-ab36-bc70ea467bdc.png,https://openai.com/policies/service-terms/,verify before release,"precise edit removed all non-carrot and non-onion ingredients; copied full-resolution concept; deterministic 512x512 resize for Unity Resource",implementation-candidate,"Open-lid carrot-and-onion soup tutorial order image; SHA-256 fcb4185cf2dbeeee23f47b3665d471ee34a2633f741c021988c93e596ae55076"
ART-EQUIP-003,docs/art/concepts/kitchen_production_assets_sv1_blender_preview_v1.png,2026-09-11,OpenAI Codex procedural Blender script,Blender 5.2.1 LTS local,"ART-EQUIP-002; ART-INGREDIENT-003; ART-INGREDIENT-004; ART-INGREDIENT-005",docs/art/VISUAL_DEVELOPMENT_ROUND_18.md#3-保存用制作指示,"art-source/kitchen/KitchenProductionAssets.blend; Assets/_CookedOut/Art/KitchenProduction/Models",https://www.blender.org/about/license/,verify before release,"procedurally modeled from approved visual rules; joined by material; exported as 20 FBX; built as 20 collider-free Unity prefabs; corrected Unity FBX import scale from 1 to 100; rotated visual roots -90 degrees on X from Blender Z-up to Unity Y-up; added visual-bounds and horizontal-floor validation; no manual pixel edits",implementation-candidate,"P0 kitchen production 3D bundle: terrain 3; stations 11; ingredient states 6; preview SHA-256 72d01a9f64849338e1f1fe4318716b59a8c865e752b8525a2aed3708842fccb5; Blender source SHA-256 26c59de820da99f97dd56ec613b0958eafb728cc962cd79919305837ebd42ebc; coordinates non-authoritative; not approved for shipping"
ART-UI-001,docs/art/concepts/kitchen_controls_ui_sv1_unity_editor_preview_v1.jpg,2026-09-11,OpenAI Codex code-native Unity UI,Unity 6000.3.24f1 local,"docs/game-design/08_kitchen_controls_and_interaction_contract.md; docs/game-design/17_ui_screen_architecture_and_hud_layout.md; ART-EQUIP-003",docs/art/VISUAL_DEVELOPMENT_ROUND_19.md#2-制作ブリーフ,"Assets/_CookedOut/Scripts/Presentation/KitchenHudVisuals.cs; Assets/_CookedOut/Scripts/Presentation/TutorialSceneBootstrap.cs",not applicable,no,"constructed as Unity UI primitives and runtime-generated shapes; captured Unity Editor screenshot; no pixel edits",superseded-evidence,"Kitchen controls style_version 1 historical preview; fully superseded by ART-UI-003 through ART-UI-007; screenshot is evidence only and must not ship"
ART-EQUIP-004,docs/art/concepts/kitchen_production_assets_sv1_blender_preview_v2.png,2026-09-11,OpenAI Codex procedural Blender script,Blender 5.2.1 LTS local,"ART-EQUIP-003; user visual review",docs/art/VISUAL_DEVELOPMENT_ROUND_20.md#2-保存用制作指示,"art-source/kitchen/KitchenProductionAssets.blend; Assets/_CookedOut/Art/KitchenProduction/Models",https://www.blender.org/about/license/,verify before release,"procedurally remodeled and rendered; rebuilt 20 FBX and Unity prefabs; no manual pixel edits",implementation-candidate,"Muted gapless floor and worktops; tapered raw carrot; wooden ingredient crate; container magazine; serving cloche and arrow; fish-skeleton trash badge; preview SHA-256 f778121e4def67fd85109a608edcdc643cf03a3d0505c756ae020da748f28d7e; Blender source SHA-256 70cba1769c3af093b256795d2b6b9248a87959744363d25e363fa8b3cce097b8; coordinates non-authoritative"
ART-EQUIP-005,docs/art/concepts/kitchen_nonverbal_cues_sv1_unity_editor_preview_v1.jpg,2026-09-11,OpenAI Codex Unity integration capture,Unity 6000.3.24f1 local,ART-EQUIP-004,docs/art/VISUAL_DEVELOPMENT_ROUND_20.md#4-unity固定俯瞰確認,"Assets/_CookedOut/Art/Resources/KitchenProduction; Assets/_CookedOut/Scripts/Presentation/KitchenArt.cs",not applicable,no,"captured Unity Editor Game view after prefab rebuild; no pixel edits",implementation-candidate,"Fixed-camera implementation evidence; screenshot SHA-256 d2c3e1f782b3f79577bb76ca28e882a42864581b0aca6a68fb6b57bdaf537f0b; evidence only and not a shipping texture"
ART-INGREDIENT-006,docs/art/concepts/ingredient_lettuce_source_card_sv1_round21_v1.png,2026-09-11,OpenAI image generation via Codex,built-in image edit,ART-INGREDIENT-003,docs/art/VISUAL_DEVELOPMENT_ROUND_22.md#2-画像編集プロンプト,/Users/takuto/.codex/generated_images/01a08e75-2758-79f1-a2ac-4f8c83d22c0d/exec-dac469df-ec5c-4e73-8bfb-74f83b3270f0.png,https://openai.com/policies/service-terms/,verify before release,"replaced leaf-bundle depiction with compact whole-head lettuce; copied full-resolution concept; deterministic 512x512 resize for Unity Resource; no manual pixel edits",implementation-candidate,"Revised lettuce source-card image; SHA-256 ad24f1f87f2700eb3e3aeaf78c4a09d877288b1d41cdf7c451d05c2d4abf09cb; Unity resource SHA-256 05406c21e540412758a7d068b8c40893ddd9e1298fde1d3b08836c6297c6c811; ContentId-linked"
ART-EQUIP-007,docs/art/concepts/kitchen_hotel_stainless_sv1_blender_preview_v3.png,2026-09-11,OpenAI Codex procedural Blender script,Blender 5.2.1 LTS local,"ART-EQUIP-004; ART-EQUIP-005; user visual review","docs/art/VISUAL_DEVELOPMENT_ROUND_22.md#1-比較と評価; docs/art/VISUAL_DEVELOPMENT_ROUND_23.md#2-保存用制作指示実装ブリーフ","art-source/kitchen/KitchenProductionAssets.blend; Assets/_CookedOut/Art/KitchenProduction/Models",https://www.blender.org/about/license/,verify before release,"procedurally remodeled and rendered; unified equipment with three stainless tones and large cabinet drawers; changed chopping board to warm ivory; moved fish-skeleton pictogram from raised sign to trash-body side; rebuilt 20 FBX and Unity prefabs; no manual pixel edits",implementation-candidate,"Hotel-kitchen revision preview; SHA-256 9e3bd3fbeb95c14e4412d19496353f23b39d0422ad6109de7b6fc140b12a8b69; Blender source SHA-256 92df4c6362787febd6c409b3bda540575c2b1c6bb950f0fa49846090e9eeed47; coordinates non-authoritative; no existing-work-specific equipment copied"
ART-UI-002,docs/art/concepts/kitchen_hotel_stainless_controls_feedback_sv1_unity_game_preview_v1.png,2026-09-11,OpenAI Codex code-native Unity presentation,Unity 6000.3.24f1 local,"ART-EQUIP-007; ART-UI-001; authoritative control contracts",docs/art/VISUAL_DEVELOPMENT_ROUND_23.md#2-保存用制作指示実装ブリーフ,"Assets/_CookedOut/Scripts/Presentation/KitchenHudVisuals.cs; Assets/_CookedOut/Scripts/Presentation/TutorialSceneBootstrap.cs; Assets/_CookedOut/Scripts/Presentation/PlayerFeedbackVisuals.cs",not applicable,no,"constructed from Unity UI primitives and runtime-generated meshes; rebuilt shared materials and prefabs; captured Unity Game view; no pixel edits",superseded-evidence,"Historical control-icon preview; button imagery fully superseded by ART-UI-003 through ART-UI-007; camera ring dash and work feedback remain current; screenshot is evidence only and must not ship"
ART-UI-003,docs/art/concepts/action_dash_silhouette_sv1_round24_v1.png,2026-09-11,OpenAI image generation via Codex,built-in image generation,https://thumb.silhouette-ac.com/84/8411d4014a0e3b451497b31c912d689b_w.jpeg,docs/art/VISUAL_DEVELOPMENT_ROUND_24.md#3-画像生成プロンプト,/Users/takuto/.codex/generated_images/01a08e75-2758-79f1-a2ac-4f8c83d22c0d/exec-160ecc74-c86d-42b0-a253-cd0c0eff6e61.png,https://openai.com/policies/service-terms/,verify before release,"created an original rounded running pose; copied full-resolution concept; deterministic 512x512 resize for Unity Resource; no manual pixel edits",implementation-candidate,"DASH silhouette; source reference was used for action semantics only and was not copied traced or embedded; SHA-256 7cba65a5e6596621bfac63cb19b48b10e1b6af76ec3d66157c5e725c6a69682b; Unity resource SHA-256 3a0152a30d3889e9b51bbdf66a7f2b7526cd1def9ea02d92b9f0da5084e8f225"
ART-UI-004,docs/art/concepts/action_pick_silhouette_sv1_round24_v1.png,2026-09-11,OpenAI image generation via Codex,built-in image generation,https://previews.123rf.com/images/gigisomplak/gigisomplak1812/gigisomplak181200003/114975014-silhouette-of-hand-pick-or-grab-something.jpg,docs/art/VISUAL_DEVELOPMENT_ROUND_24.md#3-画像生成プロンプト,/Users/takuto/.codex/generated_images/01a08e75-2758-79f1-a2ac-4f8c83d22c0d/exec-329565a8-7317-4ad6-86b7-a4949f7350f9.png,https://openai.com/policies/service-terms/,verify before release,"created an original rounded forearm palm and three-finger pose; copied full-resolution concept; deterministic 512x512 resize for Unity Resource; no manual pixel edits",implementation-candidate,"PICK silhouette; source reference was used for action semantics only and was not copied traced or embedded; SHA-256 973327db6d6fb4fe64bfc5509170658640c6c5782aade35cf980d570a934af40; Unity resource SHA-256 a67b7281ee6e718e58d0d6263857bbd9503e1bbb51f913003b0885d9afef88eb"
ART-UI-005,docs/art/concepts/action_work_silhouette_sv1_round24_v1.png,2026-09-11,OpenAI image generation via Codex,built-in image generation,https://thumb.ac-illust.com/91/91ca82ae216e98a7c4b9787498d3d963_w.jpeg,docs/art/VISUAL_DEVELOPMENT_ROUND_24.md#3-画像生成プロンプト,/Users/takuto/.codex/generated_images/01a08e75-2758-79f1-a2ac-4f8c83d22c0d/exec-3453eca6-1284-404c-a779-b5b003e3c286.png,https://openai.com/policies/service-terms/,verify before release,"created original separated knife vegetable and oval-board shapes; copied full-resolution concept; deterministic 512x512 resize for Unity Resource; no manual pixel edits",implementation-candidate,"WORK silhouette; source reference was used for action semantics only and was not copied traced or embedded; SHA-256 02cf7dd14c79ce0c72664fb2d261fbb5661e9019e6ba4aacb7fd15858a664502; Unity resource SHA-256 5e4d5a42ef7deaaba1c4d623fbdc0977e7473002c48652cd31df875492e9e9a0"
ART-UI-006,docs/art/concepts/action_throw_silhouette_sv1_round24_v1.png,2026-09-11,OpenAI image generation via Codex,built-in image generation,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJ-f9JT5RM3UHQEJHAAvm-ysHoCMIuCTRT3nC05AXBdgHNaM1v40zOje2k&s=10,docs/art/VISUAL_DEVELOPMENT_ROUND_24.md#3-画像生成プロンプト,/Users/takuto/.codex/generated_images/01a08e75-2758-79f1-a2ac-4f8c83d22c0d/exec-c53c76bc-ca97-40b4-ba73-2683369d81b0.png,https://openai.com/policies/service-terms/,verify before release,"created an original large-head wide-step throwing pose; copied full-resolution concept; deterministic 512x512 resize for Unity Resource; no manual pixel edits",implementation-candidate,"THROW silhouette; source reference was used for action semantics only and was not copied traced or embedded; SHA-256 d7ec56a0858dd663f262de9380bc26cdab5ef8bab0eaa20900af790850f88dac; Unity resource SHA-256 d73b81906dcfc2a7ab78f19bedd52e069726c4b589c940062d06233110f8c25e"
ART-EQUIP-008,docs/art/concepts/kitchen_hotel_stainless_sv1_blender_preview_v4.png,2026-09-11,OpenAI Codex procedural Blender script,Blender 5.2.1 LTS local,"ART-EQUIP-007; https://media.istockphoto.com/id/683955146/ja/%E3%83%99%E3%82%AF%E3%82%BF%E3%83%BC/%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%81%AE%E3%82%AD%E3%83%83%E3%83%B3-%E3%82%A4%E3%83%B3%E3%83%86%E3%83%AA%E3%82%A2%E3%81%A7%E3%81%99%E7%AD%89%E5%B0%BA%E6%80%A7.jpg?s=612x612&w=0&k=20&c=My_HnPGsai9fGzX9C0qm5BPGAtwJTogAG9zjOCkcPj4=","docs/art/VISUAL_DEVELOPMENT_ROUND_24.md#4-ステンレス厨房の色修正; docs/art/VISUAL_DEVELOPMENT_ROUND_25.md#1-修正内容","art-source/kitchen/KitchenProductionAssets.blend; Assets/_CookedOut/Art/KitchenProduction/Models",https://www.blender.org/about/license/,verify before release,"lightened floor wall and three stainless materials; lowered metallic response and raised roughness; reoriented and redesigned the container rack pickup bay and projecting pickup lip; rebuilt 20 FBX and Unity prefabs; no manual pixel edits",superseded-evidence,"Historical light neutral hotel-kitchen and container-pickup build; working 3D bundle was superseded by ART-EQUIP-009; hashes identify this historical build; references were used for palette semantics only; reference pixels equipment shapes layout and palette were not copied; preview SHA-256 7d83f4d25ac30f421e8c4ab8029e35fbc6cf7df543ccdd2d9ca03e48bc1df1eb; Blender source SHA-256 af50061f043e3337ba3b95aad612f521e02a54dfaf3337b0257713c6aebe7557; generator SHA-256 8558f08a246a4de6aa9f8d3253b45cc68fc5bbd867126ccaf559aa1a7082c7af; aggregate 20 FBX SHA-256 73508bf74c01c815688ffd11c64a63b48d3640e33878692bedfd3fe5c0ecfba5; coordinates non-authoritative"
ART-UI-007,docs/art/concepts/action_controls_silhouette_sv1_unity_game_preview_v1.jpg,2026-09-11,OpenAI Codex Unity integration capture,Unity 6000.3.24f1 local,"ART-UI-003; ART-UI-004; ART-UI-005; ART-UI-006; ART-EQUIP-008",docs/art/VISUAL_DEVELOPMENT_ROUND_24.md#5-unity実装,"Assets/_CookedOut/Art/Resources/ActionIcons; Assets/_CookedOut/Scripts/Presentation/KitchenHudVisuals.cs; Assets/_CookedOut/Scripts/Presentation/TutorialSceneBootstrap.cs",not applicable,no,"captured Unity Game view after runtime sprite integration and prefab rebuild; no pixel edits",implementation-candidate,"Action-button integration evidence; screenshot SHA-256 96b4cead88e67952667d23fdc83a4ffc371bcb17373bbae6a10541f6b3c0abf3; evidence only and not a shipping texture"
ART-UI-008,docs/art/concepts/kitchen_ingredient_indicators_direction_sv1_unity_game_preview_v1.png,2026-09-11,OpenAI Codex code-native Unity presentation,Unity 6000.3.24f1 local,"ART-EQUIP-008; authoritative GridDirection and item content state",docs/art/VISUAL_DEVELOPMENT_ROUND_25.md#1-修正内容,"Assets/_CookedOut/Scripts/Presentation/WorldItems.cs; Assets/_CookedOut/Scripts/Presentation/TutorialSceneBootstrap.cs; Assets/_CookedOut/Scripts/Presentation/KitchenArt.cs",not applicable,no,"created runtime 3D ingredient indicators and visual-only station orientation; captured the current Unity Game view without changing the user play state; no pixel edits",implementation-candidate,"Ingredient-list and station-facing evidence; screenshot SHA-256 80911aa09ab7ee51d5ab317c108d67f7dc42cd4a2133162ff41292967d24a936; evidence only and not a shipping texture; grid colliders Item Anchor and recipe data unchanged"
ART-EQUIP-009,Assets/_CookedOut/Art/KitchenProduction/Models/ChoppingBoard.fbx,2026-09-11,OpenAI Codex procedural Blender script and Unity presentation code,"Blender 5.2.1 LTS local; Unity 6000.3.24f1 local",ART-EQUIP-008,docs/art/VISUAL_DEVELOPMENT_ROUND_26.md#2-実装ブリーフ,"art-source/kitchen/KitchenProductionAssets.blend; Assets/_CookedOut/Art/Resources/KitchenProduction/ChoppingBoard.prefab; Assets/_CookedOut/Scripts/Presentation/ChoppingKnifeMotion.cs",https://www.blender.org/about/license/,verify before release,"added a dedicated handle-tip Knife Motion Root; joined blade and handle into one two-material mesh; regenerated 20 FBX and 20 Unity prefabs; implemented visual-only procedural cut motion; no manual mesh or pixel edits",superseded-evidence,"Historical chopping-knife motion values superseded by ART-ANIM-001; ChoppingBoard FBX SHA-256 6971d0c611f3d4ec0ecaaf96a819db8ac7f3a4b5a4054f44f9337f1cfcff8514; Unity prefab SHA-256 c3f7833ea733348114a1a23c14d65ada809c80840ce779d27a1406f04881a70d; Blender source SHA-256 8e53fc1dcc3b2bc60faca7099854cc3965b5492ea5e379cdfe1631ddca70981b; generator SHA-256 2cb3f62930d3aa3ce217ac0c242605c7747ccf986ad6e5e280dbcbbe7d690fb6; Unity motion SHA-256 4f737eecce972efddc7ff2fb356f8afd49bb7642796e8675d9a668aaa981db67; aggregate 20 FBX SHA-256 18c50f43bb501d1c4dbc8ef57a2400ab20629a7f4541afff0e06f76234a23317; 6 renderers; visual only; colliders Item Anchor and grid unchanged"
ART-ANIM-001,Assets/_CookedOut/Scripts/Presentation/ChoppingKnifeMotion.cs,2026-09-11,OpenAI Codex code-native Unity presentation,Unity 6000.3.24f1 local,ART-EQUIP-009,docs/art/VISUAL_DEVELOPMENT_ROUND_27.md#2-実装ブリーフ,"Assets/_CookedOut/Scripts/Presentation/ChoppingKnifeMotion.cs; Assets/_CookedOut/Tests/PlayMode/TutorialSceneIntegrationTests.cs",not applicable,no,"reduced cutting frequency from 3.6 to 1.8 cuts per second; increased vertical lift from 0.16 m to 0.30 m and angle from 42 to 62 degrees; added duration and lift regression checks; no mesh or pixel edits",superseded-evidence,"Historical slower chopping values superseded by ART-ANIM-002; Unity motion SHA-256 47e82e44bc385fbea0a6d159d2d07c89d76fe618e3802172dcb47cd79c36dbd3; PlayMode test SHA-256 16854bcb34b931dbde5cbccf994d9463f295fbe5acf7871e86dec570d56fdeab; EditMode 40/40 and PlayMode 46/46 passed; visual timing only; RequiredChopSeconds recipe logic colliders Item Anchor and grid unchanged"
ART-UI-009,Assets/_CookedOut/Art/Resources/OrderIcons/order_process_pot_silhouette_sv1.png,2026-09-11,OpenAI image generation via Codex,built-in image generation,user-provided order-ticket mockup screenshot,user request in Codex task,/Users/takuto/.codex/generated_images/01a08c10-4872-7081-bc6a-f4a8c8c7c0d0/exec-ed248c00-0e4f-4d48-8dc8-e9c43f30ce2b.png,https://openai.com/policies/service-terms/,verify before release,"copied generated transparent PNG into Unity Resources without pixel edits",implementation-candidate,"Original solid cooking-pot silhouette generated to match the requested proportions and semantic role; no text; transparent background; Unity resource SHA-256 7b268bc911eb3d5b335e4d9107a8aa087ed5d85e157e932ee8e596b583c9a3aa"
ART-EQUIP-010,docs/art/concepts/kitchen_chopping_direction_sv1_blender_preview_v1.png,2026-09-11,OpenAI Codex procedural Blender script,Blender 5.2.1 LTS local,"ART-EQUIP-009; user visual review",docs/art/VISUAL_DEVELOPMENT_ROUND_28.md#2-実装ブリーフ,"art-source/kitchen/KitchenProductionAssets.blend; Assets/_CookedOut/Art/KitchenProduction/Models/ChoppingBoard.fbx; Assets/_CookedOut/Art/Resources/KitchenProduction/ChoppingBoard.prefab",https://www.blender.org/about/license/,verify before release,"rotated the knife and handle-tip pivot 90 degrees around the board center; regenerated 20 FBX and 20 Unity prefabs; rendered comparison preview; no manual mesh or pixel edits",implementation-candidate,"Corrected chopping direction; preview SHA-256 17db5ec214ce3995fe89caa9db40d1e9abd4774851c0025b21ab8fd4305794bb; Blender source SHA-256 65a484d4bbed740c37a526fdce8279f4761837cea142c8f37de05c4cfcd08798; generator SHA-256 bc42a05ad5d4081ac1b288cde75e226db6d18c1ea4fc3fec2bc07e72bd30a421; ChoppingBoard FBX SHA-256 98340607586ba04bade8fdbfb85f9b46067186bf06a1305c8de2ade08b44a7bf; Unity prefab SHA-256 4cb2a005c6ffc3788a0fda633801a20106d650b746c0568c1c15240c9c74f3a0; aggregate 20 FBX SHA-256 6cb0ebb8049a4599e33c9cce530cb43ec1a79a153378964137eb6c3c66b3a9e1; colliders Item Anchor and grid unchanged"
ART-ANIM-002,Assets/_CookedOut/Scripts/Presentation/ChoppingKnifeMotion.cs,2026-09-11,OpenAI Codex code-native Unity presentation,Unity 6000.3.24f1 local,"ART-ANIM-001; ART-EQUIP-010",docs/art/VISUAL_DEVELOPMENT_ROUND_28.md#2-実装ブリーフ,"Assets/_CookedOut/Scripts/Presentation/ChoppingKnifeMotion.cs; Assets/_CookedOut/Scripts/Domain/FoodModels.cs; Assets/_CookedOut/Scripts/Presentation/KitchenArt.cs; Assets/_CookedOut/Tests",not applicable,no,"increased cutting frequency from 1.8 to 5.4 cuts per second; changed required chop time from 0.75 to 3.0 seconds; rotated fallback knife and added timing and orientation regression checks; no pixel edits",superseded-evidence,"Historical fixed-direction chopping values superseded by ART-ANIM-003; Unity motion SHA-256 1ae6b2bad6268bda5e4cc22ac9748be974db8ad9433af25f2b2b7bc43ca9f2bd; food domain SHA-256 e62ba4366e3d27b2ec08a27bd445bcebed4c5b35bcbc25e0d90039de2f82b50f; fallback SHA-256 95a85054b0a474d6c7dc66ee32ae0f37be94532d4cae644c4a9c94a017ed7dd4; EditMode 41/41 and PlayMode 46/46 passed; colliders Item Anchor and grid unchanged"
ART-EQUIP-011,docs/art/concepts/kitchen_hotel_stainless_sv1_blender_preview_v4.png,2026-09-11,OpenAI Codex procedural Blender script and Unity presentation code,"Blender 5.2.1 LTS local; Unity 6000.3.24f1 local",ART-EQUIP-010,docs/art/VISUAL_DEVELOPMENT_ROUND_29.md,"art-source/kitchen/KitchenProductionAssets.blend; Assets/_CookedOut/Art/KitchenProduction/Models; Assets/_CookedOut/Art/Resources/KitchenProduction",https://www.blender.org/about/license/,verify before release,"made adjacent counters gapless; grounded ingredient bins; rebuilt the embedded front-facing fish skeleton tail; replaced the bike workbench with a low boundary pad; regenerated 20 FBX and Unity prefabs; no manual pixel edits",implementation-candidate,"Kitchen continuity and delivery-boundary revision; preview SHA-256 4f34af946c2b818ab35a236f4d54d9a248af10d606c24b22304b22b8552d963a; Blender source SHA-256 1accb5c85cc056c95b93d2c03e4ae73dc456d27e930818469aaa004c0c913139; generator SHA-256 f8bc44721dcff875fd33788f9ec20dbab11e89b2773d200d43affa439d5de714; aggregate 20 FBX SHA-256 6e8159de2058f7e4f6e33d9dfcd20530ffaf13df4f2997a2a7c8b125665b374c; EditMode 41/41 and PlayMode 46/46 passed"
ART-EQUIP-012,Assets/_CookedOut/Art/KitchenProduction/Models/ChoppingBoard.fbx,2026-09-11,OpenAI Codex procedural Blender script,Blender 5.2.1 LTS local,ART-EQUIP-011,docs/art/VISUAL_DEVELOPMENT_ROUND_30.md#2-実装ブリーフ,"docs/art/concepts/kitchen_chopping_player_aligned_sv1_blender_preview_v1.png; art-source/kitchen/KitchenProductionAssets.blend; Assets/_CookedOut/Art/Resources/KitchenProduction/ChoppingBoard.prefab",https://www.blender.org/about/license/,verify before release,"added a dedicated non-rendering Knife Blade Direction transform; regenerated 20 FBX and 20 Unity prefabs; rendered comparison preview; no manual mesh or pixel edits",implementation-candidate,"Player-facing chopping reference; preview SHA-256 7d33e8af637e0ac059253dbc2d17edfbc4e344b6046d38b3b4176015ca63059a; Blender source SHA-256 1accb5c85cc056c95b93d2c03e4ae73dc456d27e930818469aaa004c0c913139; generator SHA-256 f8bc44721dcff875fd33788f9ec20dbab11e89b2773d200d43affa439d5de714; ChoppingBoard FBX SHA-256 f7ef4e166940b318196864a3e5b771c18df31fe560e6e2775e90fb81f58c3c6f; Unity prefab SHA-256 cae9a56fd2ab55337eb8d1656646335f5085da0ff15ab09c8f1d552c1ea642a4; aggregate 20 FBX SHA-256 6e8159de2058f7e4f6e33d9dfcd20530ffaf13df4f2997a2a7c8b125665b374c; colliders Item Anchor and grid unchanged"
ART-ANIM-003,Assets/_CookedOut/Scripts/Presentation/ChoppingKnifeMotion.cs,2026-09-11,OpenAI Codex code-native Unity presentation,Unity 6000.3.24f1 local,"ART-ANIM-002; ART-EQUIP-012",docs/art/VISUAL_DEVELOPMENT_ROUND_30.md#2-実装ブリーフ,"Assets/_CookedOut/Scripts/Presentation/ChoppingKnifeMotion.cs; Assets/_CookedOut/Scripts/Presentation/Stations.cs; Assets/_CookedOut/Scripts/Presentation/KitchenArt.cs; Assets/_CookedOut/Tests",not applicable,no,"aligned blade direction and handle-tip pivot to the working player's facing direction; increased vertical lift from 0.30 to 1.50 metres and angle from 62 to 100 degrees; added forward and right-facing regression checks; no pixel edits",superseded-evidence,"Historical 1.50 metre lift superseded by ART-ANIM-004; player-facing alignment remains current; Unity motion SHA-256 8434cb39fc89bc9edffa33e05b1f054daec5f7b95f82f6c96ea4e283e168088d; station linkage SHA-256 a62b6866c8792ab5d73be6cf191c9823e6330e3c88e84540b1b573187fc252c4; fallback SHA-256 8eef227eb0aca46584d1e364d42cf2908dadfd774c14d463909121d546fb69e3; focused PlayMode result XML SHA-256 b84468d7bcd691adfe9c65770d4e787e11d689a2cc81ab0bd2c002e7fb5227ae; colliders Item Anchor and grid unchanged"
